iter	Logloss
332	0.009617670917
333	0.009577293197
334	0.009552009185
335	0.009475086533
336	0.00943541997
337	0.009344015711
338	0.009315026205
339	0.009279703366
340	0.009201296542
341	0.009117752617
342	0.009044726666
343	0.0089803021
344	0.008972926239
345	0.008902108233
346	0.008895639111
347	0.008829301025
348	0.008802805787
349	0.008792245208
350	0.008727940282
351	0.00871107593
352	0.008661069558
353	0.008656051978
354	0.008621261616
355	0.008559215798
356	0.008544074613
357	0.008486861606
358	0.008424579421
359	0.008369959718
360	0.008288767823
361	0.008244195195
362	0.008235022569
363	0.008200076079
364	0.008155648003
365	0.00814591763
366	0.008141802399
367	0.008101944958
368	0.008072928037
369	0.00805439282
370	0.00805133235
371	0.008036400751
372	0.008004628727
373	0.007980359029
374	0.007881211403
375	0.007878695946
376	0.007867598344
377	0.007854613843
378	0.007848276861
379	0.007808336652
380	0.007757320885
381	0.007721256843
382	0.007703557475
383	0.007697795405
384	0.007654644444
385	0.007572287934
386	0.007527814838
387	0.007472100591
388	0.007437544128
389	0.007406751764
390	0.007399980518
391	0.007395368435
392	0.007343097576
393	0.007337922417
394	0.007293294296
395	0.007288451587
396	0.007228540748
397	0.007220573326
398	0.007177519061
399	0.007116935484
400	0.007074552377
401	0.007048718361
402	0.00702787853
403	0.007000547153
404	0.006988762087
405	0.006963295399
406	0.006959241897
407	0.006918755582
408	0.006875790445
409	0.006859860157
410	0.006850323763
411	0.006816352436
412	0.006786460604
413	0.006767255742
414	0.00672944501
415	0.006697892937
416	0.006690423303
417	0.006633386734
418	0.006628188039
419	0.006589006718
420	0.006583485599
421	0.006576483421
422	0.006530390546
423	0.006491888165
424	0.006486920138
425	0.006448116105
426	0.00644390001
427	0.006442050149
428	0.006409881845
429	0.006381861407
430	0.006379434825
431	0.006377898763
432	0.006340588774
433	0.006308561681
434	0.006263939514
435	0.006252542833
436	0.006170618357
437	0.006118360541
438	0.00611734847
439	0.006095186923
440	0.006018769382
441	0.006018771811
442	0.005966982061
443	0.005963474438
444	0.005947790748
445	0.00592215657
446	0.00590466815
447	0.005904675499
448	0.005866650327
449	0.005849978058
450	0.005846016532
451	0.005841683024
452	0.005825474421
453	0.005802088777
454	0.005795857244
455	0.005744723201
456	0.005701136596
457	0.005697043502
458	0.005669398421
459	0.005640976137
460	0.005636225205
461	0.005619558513
462	0.005595209224
463	0.005586187632
464	0.005560709623
465	0.005545249872
466	0.005523711313
467	0.005523722296
468	0.00551821925
469	0.005514007985
470	0.005489445207
471	0.005475478329
472	0.00547117845
473	0.00544560098
474	0.005442027001
475	0.005388332035
476	0.005383666713
477	0.005336008329
478	0.005317393467
479	0.005291762029
480	0.005267859542
481	0.005244010591
482	0.005238131843
483	0.005224829611
484	0.005222021616
485	0.005214307139
486	0.00518379471
487	0.005183729455
488	0.005169570165
489	0.005164724467
490	0.005147094833
491	0.005147077706
492	0.005147085494
493	0.005113721273
494	0.005088683051
495	0.005063401307
496	0.005042533525
497	0.00501302595
498	0.005013043668
499	0.004990528588
500	0.004988660996
501	0.004969695472
502	0.00496476479
503	0.004953386945
504	0.004937978492
505	0.004924277729
506	0.004879967919
507	0.004879689519
508	0.004868279284
509	0.004837624415
510	0.004813163059
511	0.004808195578
512	0.00478888366
513	0.004785917493
514	0.004775141197
515	0.004753316672
516	0.004750187192
517	0.004738443763
518	0.004712246675
519	0.004707719653
520	0.004686736327
521	0.004682458288
522	0.004677578091
523	0.004655969304
524	0.004653945069
525	0.004647996174
526	0.004617915443
527	0.004593358853
528	0.004591337208
529	0.004584340831
530	0.004559768925
531	0.004557129464
532	0.004529419129
533	0.004527311111
534	0.004511494427
535	0.0045041018
536	0.004491482136
537	0.004467139288
538	0.004455936796
539	0.004451581022
540	0.004425317834
541	0.004419900383
542	0.004398796324
543	0.004382683544
544	0.004375206506
545	0.004375056366
546	0.004367430934
547	0.004356570814
548	0.004335181393
549	0.00431415102
550	0.004314077054
551	0.004308542532
552	0.00429234947
553	0.004291920648
554	0.004287516293
555	0.004258950528
556	0.004258983813
557	0.004258443117
558	0.004234408026
559	0.004231889571
560	0.004218800732
561	0.00421416465
562	0.004201651341
563	0.004191296994
564	0.004158710078
565	0.004158734122
566	0.004149510865
567	0.004149450842
568	0.004129288692
569	0.004121783908
570	0.004109836382
571	0.004088506123
572	0.004088485379
573	0.004081912601
574	0.004066781116
575	0.004060285329
576	0.004056882869
577	0.004046359026
578	0.004046099704
579	0.004027640558
580	0.004020661577
581	0.004020631226
582	0.004016969406
583	0.003993345876
584	0.003993340251
585	0.003980252134
586	0.003965075877
587	0.003959313167
588	0.003940065442
589	0.003928323846
590	0.003916833384
591	0.003907623284
592	0.003889031259
593	0.003887375199
594	0.003869499552
595	0.003857993603
596	0.003855535647
597	0.003855543639
598	0.003848771264
599	0.00383339132
600	0.003826530646
601	0.003826510034
602	0.003811790541
603	0.003810718503
604	0.003797688009
605	0.003797137089
606	0.003784749357
607	0.003769772346
608	0.003747501739
609	0.00374750907
610	0.003730833236
611	0.003724498568
612	0.003715269361
613	0.00371521883
614	0.003700179003
615	0.003690829207
616	0.003661231419
617	0.003658507231
618	0.003644837799
619	0.003636029193
620	0.003622100448
621	0.003613974386
622	0.003607489392
623	0.003601153639
624	0.003584049654
625	0.003574168876
626	0.003572829735
627	0.003560163583
628	0.00354348846
629	0.003531884556
630	0.003531846198
631	0.003517471404
632	0.003508409851
633	0.003508342767
634	0.003508323838
635	0.003488767651
636	0.003482060776
637	0.003467839891
638	0.003467821411
639	0.003466490405
640	0.00345665286
641	0.003456600452
642	0.003442132491
643	0.003442155593
644	0.003441086819
645	0.00342700229
646	0.003426923685
647	0.00342068375
648	0.003410193201
649	0.003405962502
650	0.003394994433
651	0.003391055633
652	0.003381910624
653	0.003375047656
654	0.003366125453
655	0.003347750473
656	0.003334710593
657	0.003329279075
658	0.003329241361
659	0.003317296328
660	0.003317262915
661	0.003304930697
662	0.003285558252
663	0.003285631319
664	0.003285629379
665	0.003273809771
666	0.00326689623
667	0.003261958856
668	0.003261952641
669	0.003255183071
670	0.003245686476
671	0.00324465155
672	0.003244642191
673	0.003244576964
674	0.003244532751
675	0.003244450963
676	0.003237365549
677	0.003225629005
678	0.003218855701
679	0.003214246743
680	0.003214243887
681	0.003198612073
682	0.003198538377
683	0.003193308973
684	0.003190117726
685	0.003179656352
686	0.003179625978
687	0.003176922493
688	0.003176950452
689	0.003174101284
690	0.003168479008
691	0.003168391289
692	0.003156423906
693	0.00314729613
694	0.003144809396
695	0.003137262086
696	0.003137255123
697	0.003137250738
698	0.003137226635
699	0.003137197085
700	0.003137203687
701	0.003137154127
702	0.00313270961
703	0.003124118585
704	0.003117339179
705	0.003105765251
706	0.003095892073
707	0.003085602307
708	0.003071701226
709	0.003071731079
710	0.003062647893
711	0.003056744575
712	0.003043220179
713	0.003043242841
714	0.003027681004
715	0.003027702719
716	0.003016784075
717	0.003010748979
718	0.002999136683
719	0.002999113685
720	0.002988450764
721	0.002988427574
722	0.002988441675
723	0.002988460884
724	0.002985248172
725	0.002985249217
726	0.002985281711
727	0.002985268251
728	0.00298520943
729	0.002975406083
730	0.002975362116
731	0.002975332282
732	0.002974566277
733	0.002972351434
734	0.00297233047
735	0.002971742735
736	0.002966142991
737	0.00296350008
738	0.002963493817
739	0.002959086027
740	0.002953023181
741	0.00295289645
742	0.002952868604
743	0.002941513997
744	0.002934583903
745	0.002934595278
746	0.002934603667
747	0.00292816746
748	0.002928127925
749	0.002924075108
750	0.00290730913
751	0.002902779918
752	0.002902800217
753	0.002890820875
754	0.002888287991
755	0.002876166621
756	0.002864231291
757	0.002864224326
758	0.002864211207
759	0.002864230856
760	0.002864224231
761	0.002857408072
762	0.002845484343
763	0.002831447728
764	0.002828467319
765	0.002824716782
766	0.002822119404
767	0.002818393557
768	0.00281838072
769	0.002813978691
770	0.002813893598
771	0.002807111621
772	0.002807054427
773	0.002807012375
774	0.002798525767
775	0.002798590242
776	0.002788176312
777	0.002782520537
778	0.002782494037
779	0.002782495038
780	0.002782497869
781	0.002776047902
782	0.002776065392
783	0.002765457469
784	0.002765512166
785	0.002765473434
786	0.002765325719
787	0.002765315407
788	0.002755997042
789	0.002755398752
790	0.00274574966
791	0.002738790443
792	0.002735408572
793	0.002734454786
794	0.002734315567
795	0.002734333878
796	0.002732202021
797	0.002732176353
798	0.002726047525
799	0.002718405653
800	0.002718402603
801	0.002712499699
802	0.002712455562
803	0.002705084959
804	0.002705043121
805	0.002695855375
806	0.002695876824
807	0.00269384101
808	0.002691879618
809	0.002690256141
810	0.002690294297
811	0.00269029931
812	0.002690231944
813	0.002684265181
814	0.002682700017
815	0.00267727751
816	0.002677269391
817	0.002677203951
818	0.002670073741
819	0.002663732705
820	0.002663713792
821	0.002663728841
822	0.002654833239
823	0.002654809299
824	0.002654715504
825	0.002654709966
826	0.002643306065
827	0.002643279376
828	0.002643297406
829	0.00263283924
830	0.002630956731
831	0.002630959124
832	0.00263083359
833	0.002630772833
834	0.002630781454
835	0.002629715724
836	0.002624173711
837	0.002618484257
838	0.002611253751
839	0.002606317274
840	0.002602399291
841	0.002596714664
842	0.002593650487
843	0.002593615524
844	0.00259363398
845	0.002588687295
846	0.002587044141
847	0.00258703039
848	0.002582251138
849	0.002580333698
850	0.002578554694
851	0.00257264029
852	0.002567012538
853	0.002562481132
854	0.002562397957
855	0.002562374673
856	0.002560705889
857	0.002551570461
858	0.002536749975
859	0.002536690841
860	0.002531847521
861	0.00253187461
862	0.002526718571
863	0.002526710217
864	0.002526725976
865	0.002521828971
866	0.002521843267
867	0.002511264556
868	0.002509350184
869	0.002509351096
870	0.002504579377
871	0.002504613064
872	0.0025045916
873	0.002497248292
874	0.00249050565
875	0.002482682189
876	0.002482667412
877	0.0024789887
878	0.002478955543
879	0.002478890632
880	0.002478895788
881	0.0024788817
882	0.00246648482
883	0.002466479846
884	0.002460285245
885	0.00246021376
886	0.002457932553
887	0.002456238403
888	0.002451187875
889	0.002447545444
890	0.002444028976
891	0.002444029523
892	0.002435160521
893	0.002435140396
894	0.002433308058
895	0.002433302336
896	0.002428386396
897	0.002428398704
898	0.002428389699
899	0.002428413046
900	0.002422277056
901	0.002422203041
902	0.002422213569
903	0.002418430936
904	0.00241185207
905	0.002407668322
906	0.002407679842
907	0.002402330577
908	0.002402315838
909	0.002402296622
910	0.002401677573
911	0.002395674418
912	0.002395620541
913	0.002395562226
914	0.002395560461
915	0.002395566678
916	0.00239195033
917	0.002391917087
918	0.002390393048
919	0.002390367961
920	0.002390368539
921	0.002390341998
922	0.002390303297
923	0.002388657185
924	0.002388677227
925	0.002388630378
926	0.002388593738
927	0.002383251629
928	0.002376594152
929	0.002376575064
930	0.002376572577
931	0.002376572577
932	0.002372557051
933	0.002372542066
934	0.002372540781
935	0.002367344904
936	0.00236735049
937	0.002364440582
938	0.002364302508
939	0.002357867586
940	0.002357795005
941	0.002351651704
942	0.002349925546
943	0.002347103294
944	0.002345360433
945	0.002338003538
946	0.002338001094
947	0.002337985073
948	0.002332933733
949	0.002326354029
950	0.002326362049
951	0.002326340866
952	0.002326327473
953	0.00232186304
954	0.00231481843
955	0.002309991141
956	0.002306572256
957	0.002306586769
958	0.002305338937
959	0.002305340105
960	0.002300461167
961	0.002298998087
962	0.002298989439
963	0.002298932888
964	0.002296535898
965	0.002296535898
966	0.002296546072
967	0.002290762801
968	0.002290747861
969	0.002288658215
970	0.002285062488
971	0.002285031093
972	0.002285015983
973	0.002274967812
974	0.002275020326
975	0.002268996093
976	0.002260595858
977	0.002260578599
978	0.002260575483
979	0.002258292451
980	0.002253752631
981	0.002250626324
982	0.002250621892
983	0.002244720271
984	0.002244764798
985	0.002244651398
986	0.002243636542
987	0.002238716754
988	0.002238720754
989	0.002229390578
990	0.002229338623
991	0.002223739587
992	0.002223713334
993	0.002219042205
994	0.002219030873
995	0.002219029476
996	0.00221417399
997	0.002214175011
998	0.002210111946
999	0.002210041705
